Time,Channel A,Channel B,Channel C,Channel D,Channel H
-49.73519823,1.21932600,1.77939200,3.19252800,3.86857500,29.14174000
-49.72519823,1.21932600,1.77939200,3.19252800,3.81363700,29.03186000
-49.71519823,1.21932600,1.75192300,3.16505900,3.84110600,29.47137000
-49.70519823,1.21932600,1.77939200,3.16505900,3.84110600,28.37871000
-49.69519823,1.21932600,1.75192300,3.16505900,3.86857500,28.81211000
-49.68519823,1.24679500,1.77939200,3.21999700,3.86857500,29.47137000
-49.67519823,1.21932600,1.77939200,3.19252800,3.86857500,28.37871000
-49.66519823,1.27273800,1.77939200,3.19252800,3.86857500,29.14174000
-49.65519823,1.24679500,1.75192300,3.19252800,3.86857500,29.14174000
-49.64519823,1.21932600,1.75192300,3.19252800,3.84110600,28.92199000
-49.63519823,1.24679500,1.80686100,3.19252800,3.86857500,27.71945000
-49.62519823,1.24679500,1.77939200,3.16505900,3.84110600,29.25162000
-49.61519823,1.21932600,1.75192300,3.19252800,3.84110600,28.37871000
-49.60519823,1.24679500,1.77939200,3.16505900,3.86857500,28.04908000
-49.59519823,1.24679500,1.77939200,3.13759000,3.86857500,29.14174000
-49.58519823,1.27273800,1.77939200,3.19252800,3.89604400,28.37871000
-49.57519823,1.24679500,1.80686100,3.19252800,3.86857500,28.70223000
-49.56519823,1.21932600,1.77939200,3.19252800,3.86857500,28.92199000
-49.55519823,1.24679500,1.80686100,3.19252800,3.86857500,29.03186000
-49.54519823,1.21932600,1.80686100,3.21999700,3.89604400,28.59846000
-49.53519823,1.21932600,1.77939200,3.16505900,3.86857500,28.81211000
-49.52519823,1.24679500,1.80686100,3.19252800,3.86857500,28.92199000
-49.51519823,1.24679500,1.77939200,3.16505900,3.86857500,29.03186000
-49.50519823,1.24679500,1.80686100,3.21999700,3.89604400,29.03186000
-49.49519823,1.24679500,1.80686100,3.16505900,3.86857500,28.26883000
-49.48519823,1.21932600,1.77939200,3.19252800,3.86857500,28.81211000
-49.47519823,1.24679500,1.80686100,3.16505900,3.81363700,28.48858000
-49.46519823,1.24679500,1.75192300,3.21999700,3.86857500,29.36149000
-49.45519823,1.24679500,1.80686100,3.19252800,3.86857500,28.48858000
-49.44519824,1.24679500,1.77939200,3.16505900,3.89604400,28.15895000
-49.43519824,1.24679500,1.77939200,3.16505900,3.86857500,29.36149000
-49.42519824,1.24679500,1.80686100,3.19252800,3.86857500,27.60957000
-49.41519824,1.24679500,1.77939200,3.19252800,3.84110600,27.93920000
-49.40519824,1.30020700,1.80686100,3.16505900,3.84110600,28.92199000
-49.39519824,1.24679500,1.80686100,3.16505900,3.86857500,28.48858000
-49.38519824,1.27273800,1.80686100,3.19252800,3.86857500,28.48858000
-49.37519824,1.21932600,1.80686100,3.16505900,3.86857500,29.14174000
-49.36519824,1.27273800,1.80686100,3.16505900,3.84110600,28.59846000
-49.35519824,1.27273800,1.80686100,3.11164700,3.84110600,29.03186000
-49.34519824,1.24679500,1.80686100,3.16505900,3.86857500,28.04908000
-49.33519824,1.24679500,1.80686100,3.13759000,3.86857500,28.92199000
-49.32519824,1.27273800,1.80686100,3.16505900,3.86857500,29.03186000
-49.31519824,1.27273800,1.80686100,3.16505900,3.84110600,29.25162000
-49.30519824,1.24679500,1.80686100,3.16505900,3.86857500,28.37871000
-49.29519824,1.24679500,1.80686100,3.13759000,3.86857500,28.15895000
-49.28519824,1.27273800,1.80686100,3.16505900,3.78769400,28.59846000
-49.27519824,1.24679500,1.77939200,3.13759000,3.86857500,29.03186000
-49.26519824,1.24679500,1.80686100,3.16505900,3.86857500,28.15895000
-49.25519824,1.27273800,1.80686100,3.13759000,3.86857500,28.37871000
-49.24519824,1.24679500,1.80686100,3.16505900,3.89604400,28.37871000
-49.23519824,1.24679500,1.80686100,3.13759000,3.86857500,29.25162000
-49.22519824,1.24679500,1.80686100,3.13759000,3.86857500,28.92199000
-49.21519824,1.27273800,1.80686100,3.16505900,3.86857500,28.48858000
-49.20519824,1.24679500,1.77939200,3.16505900,3.86857500,29.14174000
-49.19519824,1.24679500,1.80686100,3.16505900,3.81363700,29.36149000
-49.18519824,1.24679500,1.77939200,3.13759000,3.86857500,28.15895000
-49.17519824,1.21932600,1.77939200,3.16505900,3.84110600,28.81211000
-49.16519824,1.24679500,1.77939200,3.16505900,3.86857500,28.59846000
-49.15519824,1.21932600,1.80686100,3.16505900,3.84110600,29.03186000
-49.14519824,1.24679500,1.80686100,3.16505900,3.86857500,28.15895000
-49.13519824,1.24679500,1.80686100,3.13759000,3.84110600,28.59846000
-49.12519824,1.21932600,1.80686100,3.16505900,3.86857500,29.03186000
-49.11519824,1.27273800,1.80686100,3.16505900,3.84110600,28.70223000
-49.10519824,1.27273800,1.80686100,3.13759000,3.86857500,28.59846000
-49.09519824,1.27273800,1.80686100,3.16505900,3.86857500,28.70223000
-49.08519824,1.21932600,1.80686100,3.13759000,3.84110600,29.25162000
-49.07519824,1.24679500,1.77939200,3.13759000,3.86857500,29.03186000
-49.06519824,1.24679500,1.77939200,3.16505900,3.84110600,28.37871000
-49.05519824,1.27273800,1.80686100,3.16505900,3.84110600,28.59846000
-49.04519825,1.27273800,1.83280400,3.16505900,3.86857500,28.70223000
-49.03519825,1.24679500,1.80686100,3.13759000,3.86857500,28.59846000
-49.02519825,1.24679500,1.80686100,3.13759000,3.86857500,28.70223000
-49.01519825,1.21932600,1.77939200,3.16505900,3.84110600,29.14174000
-49.00519825,1.24679500,1.80686100,3.13759000,3.86857500,28.70223000
-48.99519825,1.24679500,1.80686100,3.13759000,3.86857500,29.03186000
-48.98519825,1.24679500,1.80686100,3.13759000,3.84110600,28.70223000
-48.97519825,1.24679500,1.80686100,3.16505900,3.84110600,29.03186000
-48.96519825,1.24679500,1.77939200,3.16505900,3.86857500,28.92199000
-48.95519825,1.24679500,1.80686100,3.16505900,3.86857500,28.59846000
-48.94519825,1.24679500,1.77939200,3.13759000,3.84110600,28.70223000
-48.93519825,1.24679500,1.80686100,3.13759000,3.84110600,29.03186000
-48.92519825,1.24679500,1.80686100,3.16505900,3.86857500,28.48858000
-48.91519825,1.24679500,1.80686100,3.16505900,3.86857500,28.15895000
-48.90519825,1.24679500,1.77939200,3.11164700,3.84110600,28.48858000
-48.89519825,1.27273800,1.80686100,3.16505900,3.84110600,29.25162000
-48.88519825,1.24679500,1.83280400,3.13759000,3.86857500,29.25162000
-48.87519825,1.21932600,1.80686100,3.19252800,3.84110600,28.81211000
-48.86519825,1.24679500,1.75192300,3.16505900,3.84110600,28.48858000
-48.85519825,1.24679500,1.77939200,3.13759000,3.84110600,28.70223000
-48.84519825,1.24679500,1.80686100,3.16505900,3.86857500,27.49969000
-48.83519825,1.24679500,1.80686100,3.13759000,3.86857500,27.93920000
-48.82519825,1.24679500,1.80686100,3.19252800,3.81363700,29.58125000
-48.81519825,1.21932600,1.80686100,3.19252800,3.89604400,28.70223000
-48.80519825,1.21932600,1.77939200,3.16505900,3.84110600,29.14174000
-48.79519825,1.24679500,1.80686100,3.13759000,3.86857500,28.92199000
-48.78519825,1.21932600,1.77939200,3.13759000,3.86857500,29.25162000
-48.77519825,1.24679500,1.80686100,3.16505900,3.86857500,28.59846000
-48.76519825,1.24679500,1.83280400,3.13759000,3.84110600,28.59846000
-48.75519825,1.27273800,1.80686100,3.13759000,3.89604400,28.70223000
-48.74519825,1.24679500,1.80686100,3.13759000,3.86857500,30.24051000
-48.73519825,1.24679500,1.80686100,3.13759000,3.84110600,28.59846000
-48.72519825,1.24679500,1.80686100,3.16505900,3.81363700,28.15895000
-48.71519825,1.27273800,1.80686100,3.16505900,3.86857500,28.81211000
-48.70519825,1.24679500,1.80686100,3.13759000,3.84110600,28.92199000
-48.69519825,1.27273800,1.83280400,3.16505900,3.86857500,28.15895000
-48.68519825,1.24679500,1.77939200,3.11164700,3.86857500,27.82932000
-48.67519825,1.24679500,1.80686100,3.13759000,3.86857500,28.81211000
-48.66519825,1.24679500,1.80686100,3.13759000,3.86857500,28.81211000
-48.65519826,1.21932600,1.80686100,3.13759000,3.81363700,28.92199000
-48.64519826,1.24679500,1.77939200,3.11164700,3.84110600,28.37871000
-48.63519826,1.24679500,1.77939200,3.13759000,3.84110600,29.69112000
-48.62519826,1.24679500,1.80686100,3.13759000,3.84110600,28.70223000
-48.61519826,1.24679500,1.77939200,3.13759000,3.86857500,27.49969000
-48.60519826,1.24679500,1.80686100,3.13759000,3.86857500,28.26883000
-48.59519826,1.24679500,1.80686100,3.13759000,3.84110600,28.92199000
-48.58519826,1.21932600,1.77939200,3.13759000,3.81363700,28.59846000
-48.57519826,1.21932600,1.80686100,3.13759000,3.84110600,28.70223000
-48.56519826,1.21932600,1.80686100,3.16505900,3.86857500,29.03186000
-48.55519826,1.27273800,1.80686100,3.16505900,3.86857500,28.48858000
-48.54519826,1.27273800,1.80686100,3.13759000,3.86857500,28.70223000
-48.53519826,1.21932600,1.80686100,3.13759000,3.84110600,28.48858000
-48.52519826,1.24679500,1.77939200,3.16505900,3.86857500,28.92199000
-48.51519826,1.21932600,1.80686100,3.13759000,3.81363700,28.81211000
-48.50519826,1.24679500,1.80686100,3.13759000,3.86857500,28.26883000
-48.49519826,1.21932600,1.83280400,3.13759000,3.84110600,28.37871000
-48.48519826,1.21932600,1.77939200,3.13759000,3.84110600,29.03186000
-48.47519826,1.24679500,1.83280400,3.16505900,3.86857500,28.92199000
-48.46519826,1.24679500,1.77939200,3.11164700,3.84110600,29.25162000
-48.45519826,1.21932600,1.77939200,3.11164700,3.81363700,27.93920000
-48.44519826,1.24679500,1.80686100,3.16505900,3.86857500,29.80100000
-48.43519826,1.24679500,1.80686100,3.13759000,3.84110600,28.92199000
-48.42519826,1.24679500,1.77939200,3.13759000,3.86857500,29.03186000
-48.41519826,1.24679500,1.77939200,3.16505900,3.86857500,28.81211000
-48.40519826,1.24679500,1.77939200,3.13759000,3.84110600,28.92199000
-48.39519826,1.21932600,1.83280400,3.16505900,3.84110600,29.03186000
-48.38519826,1.21932600,1.77939200,3.13759000,3.81363700,28.70223000
-48.37519826,1.21932600,1.77939200,3.13759000,3.86857500,28.70223000
-48.36519826,1.24679500,1.80686100,3.16505900,3.84110600,29.47137000
-48.35519826,1.24679500,1.80686100,3.13759000,3.84110600,28.37871000
-48.34519826,1.21932600,1.80686100,3.13759000,3.84110600,28.92199000
-48.33519826,1.21932600,1.80686100,3.13759000,3.81363700,29.36149000
-48.32519826,1.21932600,1.80686100,3.16505900,3.86857500,28.92199000
-48.31519826,1.21932600,1.80686100,3.13759000,3.86857500,29.14174000
-48.30519826,1.21932600,1.80686100,3.16505900,3.86857500,28.37871000
-48.29519826,1.24679500,1.80686100,3.16505900,3.86857500,29.69112000
-48.28519826,1.24679500,1.80686100,3.13759000,3.84110600,28.59846000
-48.27519826,1.21932600,1.80686100,3.16505900,3.89604400,28.59846000
-48.26519826,1.21932600,1.83280400,3.13759000,3.86857500,28.48858000
-48.25519827,1.21932600,1.80686100,3.16505900,3.86857500,29.14174000
-48.24519827,1.24679500,1.80686100,3.16505900,3.86857500,28.92199000
-48.23519827,1.21932600,1.80686100,3.13759000,3.84110600,28.70223000
-48.22519827,1.21932600,1.83280400,3.16505900,3.89604400,27.82932000
-48.21519827,1.21932600,1.80686100,3.13759000,3.84110600,28.81211000
-48.20519827,1.24679500,1.80686100,3.16505900,3.86857500,28.81211000
-48.19519827,1.21932600,1.80686100,3.16505900,3.86857500,28.70223000
-48.18519827,1.21932600,1.83280400,3.13759000,3.86857500,28.92199000
-48.17519827,1.21932600,1.80686100,3.13759000,3.86857500,29.36149000
-48.16519827,1.24679500,1.80686100,3.16505900,3.84110600,28.26883000
-48.15519827,1.21932600,1.77939200,3.13759000,3.84110600,29.03186000
-48.14519827,1.27273800,1.80686100,3.19252800,3.89604400,28.15895000
-48.13519827,1.21932600,1.80686100,3.16505900,3.81363700,29.03186000
-48.12519827,1.21932600,1.80686100,3.16505900,3.89604400,28.48858000
-48.11519827,1.21932600,1.80686100,3.13759000,3.86857500,28.37871000
-48.10519827,1.24679500,1.83280400,3.16505900,3.86857500,29.58125000
-48.09519827,1.21932600,1.80686100,3.16505900,3.86857500,29.25162000
-48.08519827,1.21932600,1.83280400,3.13759000,3.86857500,29.47137000
-48.07519827,1.21932600,1.77939200,3.13759000,3.84110600,29.36149000
-48.06519827,1.21932600,1.80686100,3.16505900,3.86857500,28.59846000
-48.05519827,1.21932600,1.77939200,3.16505900,3.86857500,28.70223000
-48.04519827,1.21932600,1.80686100,3.16505900,3.86857500,29.36149000
-48.03519827,1.21932600,1.77939200,3.11164700,3.86857500,29.03186000
-48.02519827,1.24679500,1.80686100,3.16505900,3.84110600,28.48858000
-48.01519827,1.21932600,1.83280400,3.16505900,3.84110600,29.14174000
-48.00519827,1.21932600,1.80686100,3.16505900,3.86857500,28.59846000
-47.99519827,1.21932600,1.80686100,3.11164700,3.84110600,28.26883000
-47.98519827,1.21932600,1.80686100,3.13759000,3.86857500,29.58125000
-47.97519827,1.21932600,1.80686100,3.13759000,3.89604400,28.37871000
-47.96519827,1.21932600,1.80686100,3.13759000,3.86857500,28.92199000
-47.95519827,1.21932600,1.80686100,3.13759000,3.84110600,27.82932000
-47.94519827,1.21932600,1.77939200,3.16505900,3.86857500,28.92199000
-47.93519827,1.21932600,1.77939200,3.11164700,3.81363700,28.92199000
-47.92519827,1.21932600,1.80686100,3.13759000,3.86857500,28.59846000
-47.91519827,1.21932600,1.80686100,3.13759000,3.86857500,28.15895000
-47.90519827,1.21932600,1.80686100,3.16505900,3.86857500,28.70223000
-47.89519827,1.21932600,1.80686100,3.16505900,3.89604400,28.59846000
-47.88519827,1.21932600,1.80686100,3.13759000,3.84110600,28.15895000
-47.87519827,1.21932600,1.83280400,3.16505900,3.86857500,28.59846000
-47.86519827,1.21932600,1.80686100,3.13759000,3.86857500,28.81211000
-47.85519828,1.21932600,1.83280400,3.16505900,3.86857500,28.70223000
-47.84519828,1.21932600,1.83280400,3.13759000,3.86857500,28.81211000
-47.83519828,1.24679500,1.77939200,3.13759000,3.86857500,28.81211000
-47.82519828,1.24679500,1.83280400,3.16505900,3.89604400,29.14174000
-47.81519828,1.24679500,1.80686100,3.16505900,3.84110600,28.59846000
-47.80519828,1.21932600,1.80686100,3.13759000,3.86857500,28.04908000
-47.79519828,1.24679500,1.77939200,3.11164700,3.84110600,29.03186000
-47.78519828,1.21932600,1.77939200,3.11164700,3.84110600,29.58125000
-47.77519828,1.21932600,1.80686100,3.16505900,3.86857500,28.70223000
-47.76519828,1.21932600,1.80686100,3.13759000,3.86857500,28.92199000
-47.75519828,1.21932600,1.80686100,3.16505900,3.86857500,28.70223000
-47.74519828,1.24679500,1.80686100,3.16505900,3.84110600,28.70223000
-47.73519828,1.21932600,1.77939200,3.13759000,3.86857500,28.26883000
-47.72519828,1.21932600,1.80686100,3.16505900,3.89604400,29.14174000
-47.71519828,1.19185700,1.80686100,3.19252800,3.86857500,28.59846000
-47.70519828,1.21932600,1.83280400,3.19252800,3.89604400,28.92199000
-47.69519828,1.21932600,1.80686100,3.16505900,3.89604400,28.70223000
-47.68519828,1.21932600,1.83280400,3.13759000,3.89604400,28.70223000
-47.67519828,1.21932600,1.80686100,3.13759000,3.86857500,28.81211000
-47.66519828,1.24679500,1.80686100,3.16505900,3.86857500,28.48858000
-47.65519828,1.24679500,1.80686100,3.13759000,3.89604400,28.37871000
-47.64519828,1.24679500,1.77939200,3.13759000,3.89604400,28.70223000
-47.63519828,1.21932600,1.80686100,3.13759000,3.86857500,28.70223000
-47.62519828,1.21932600,1.77939200,3.11164700,3.86857500,28.81211000
-47.61519828,1.19185700,1.80686100,3.16505900,3.89604400,28.59846000
-47.60519828,1.21932600,1.80686100,3.16505900,3.86857500,28.92199000
-47.59519828,1.19185700,1.80686100,3.16505900,3.89604400,29.14174000
-47.58519828,1.21932600,1.77939200,3.16505900,3.86857500,28.37871000
-47.57519828,1.21932600,1.80686100,3.16505900,3.89604400,28.59846000
-47.56519828,1.21932600,1.83280400,3.16505900,3.89604400,29.36149000
-47.55519828,1.21932600,1.77939200,3.19252800,3.86857500,29.03186000
-47.54519828,1.24679500,1.80686100,3.16505900,3.86857500,28.26883000
-47.53519828,1.21932600,1.80686100,3.16505900,3.86857500,28.37871000
-47.52519828,1.24679500,1.80686100,3.19252800,3.86857500,29.14174000
-47.51519828,1.19185700,1.83280400,3.16505900,3.86857500,28.48858000
-47.50519828,1.21932600,1.80686100,3.13759000,3.89604400,28.04908000
-47.49519828,1.21932600,1.80686100,3.16505900,3.86857500,29.03186000
-47.48519828,1.19185700,1.77939200,3.16505900,3.84110600,29.47137000
-47.47519828,1.21932600,1.77939200,3.16505900,3.89604400,28.70223000
-47.46519829,1.19185700,1.80686100,3.16505900,3.86857500,28.92199000
-47.45519829,1.19185700,1.80686100,3.13759000,3.89604400,29.03186000
-47.44519829,1.21932600,1.80686100,3.16505900,3.86857500,29.14174000
-47.43519829,1.21932600,1.80686100,3.13759000,3.86857500,28.70223000
-47.42519829,1.19185700,1.80686100,3.13759000,3.84110600,28.48858000
-47.41519829,1.21932600,1.80686100,3.16505900,3.89604400,29.14174000
-47.40519829,1.19185700,1.77939200,3.16505900,3.84110600,28.70223000
-47.39519829,1.21932600,1.80686100,3.16505900,3.92198800,28.04908000
-47.38519829,1.21932600,1.80686100,3.16505900,3.84110600,28.37871000
-47.37519829,1.24679500,1.80686100,3.16505900,3.89604400,29.03186000
-47.36519829,1.21932600,1.80686100,3.16505900,3.89604400,28.59846000
-47.35519829,1.21932600,1.80686100,3.16505900,3.86857500,28.37871000
-47.34519829,1.21932600,1.80686100,3.16505900,3.84110600,29.47137000
-47.33519829,1.21932600,1.80686100,3.13759000,3.89604400,28.48858000
-47.32519829,1.21932600,1.80686100,3.11164700,3.84110600,28.70223000
-47.31519829,1.21932600,1.80686100,3.13759000,3.86857500,28.37871000
-47.30519829,1.21932600,1.77939200,3.16505900,3.86857500,28.81211000
-47.29519829,1.21932600,1.80686100,3.16505900,3.86857500,29.03186000
-47.28519829,1.21932600,1.80686100,3.13759000,3.86857500,28.59846000
-47.27519829,1.21932600,1.77939200,3.19252800,3.89604400,29.25162000
-47.26519829,1.21932600,1.80686100,3.19252800,3.86857500,28.81211000
-47.25519829,1.24679500,1.77939200,3.16505900,3.86857500,28.92199000
-47.24519829,1.19185700,1.80686100,3.16505900,3.86857500,28.70223000
-47.23519829,1.19185700,1.77939200,3.13759000,3.84110600,28.15895000
-47.22519829,1.21932600,1.80686100,3.16505900,3.86857500,28.70223000
-47.21519829,1.21932600,1.80686100,3.16505900,3.86857500,28.81211000
-47.20519829,1.21932600,1.80686100,3.16505900,3.86857500,28.81211000
-47.19519829,1.21932600,1.80686100,3.13759000,3.89604400,28.59846000
-47.18519829,1.21932600,1.77939200,3.13759000,3.84110600,29.03186000
-47.17519829,1.21932600,1.80686100,3.13759000,3.86857500,29.03186000
-47.16519829,1.21932600,1.80686100,3.16505900,3.89604400,28.37871000
-47.15519829,1.24679500,1.80686100,3.13759000,3.89604400,29.47137000
-47.14519829,1.21932600,1.80686100,3.16505900,3.86857500,29.25162000
-47.13519829,1.24679500,1.80686100,3.13759000,3.86857500,28.92199000
-47.12519829,1.24679500,1.83280400,3.19252800,3.86857500,27.71945000
-47.11519829,1.21932600,1.80686100,3.16505900,3.86857500,29.14174000
-47.10519829,1.21932600,1.77939200,3.19252800,3.86857500,28.70223000
-47.09519829,1.21932600,1.80686100,3.16505900,3.86857500,28.92199000
-47.08519829,1.21932600,1.77939200,3.16505900,3.86857500,28.92199000
-47.07519829,1.21932600,1.80686100,3.16505900,3.89604400,28.92199000
-47.06519830,1.21932600,1.80686100,3.13759000,3.86857500,29.58125000
-47.05519830,1.21932600,1.80686100,3.16505900,3.89604400,28.15895000
-47.04519830,1.21932600,1.80686100,3.19252800,3.86857500,28.92199000
-47.03519830,1.19185700,1.80686100,3.13759000,3.89604400,28.92199000
-47.02519830,1.21932600,1.77939200,3.16505900,3.86857500,29.14174000
-47.01519830,1.19185700,1.77939200,3.13759000,3.86857500,29.69112000
-47.00519830,1.21932600,1.80686100,3.16505900,3.89604400,29.25162000
-46.99519830,1.21932600,1.80686100,3.16505900,3.86857500,29.58125000
-46.98519830,1.24679500,1.80686100,3.16505900,3.89604400,28.04908000
-46.97519830,1.24679500,1.80686100,3.13759000,3.86857500,28.59846000
-46.96519830,1.19185700,1.83280400,3.13759000,3.86857500,28.81211000
-46.95519830,1.21932600,1.80686100,3.19252800,3.89604400,29.03186000
-46.94519830,1.19185700,1.80686100,3.16505900,3.84110600,28.92199000
-46.93519830,1.21932600,1.80686100,3.16505900,3.86857500,28.48858000
-46.92519830,1.21932600,1.83280400,3.19252800,3.89604400,28.92199000
-46.91519830,1.21932600,1.80686100,3.16505900,3.86857500,29.69112000
-46.90519830,1.19185700,1.80686100,3.13759000,3.86857500,28.81211000
-46.89519830,1.19185700,1.75192300,3.16505900,3.84110600,28.59846000
-46.88519830,1.21932600,1.80686100,3.13759000,3.89604400,29.47137000
-46.87519830,1.21932600,1.80686100,3.16505900,3.89604400,28.81211000
-46.86519830,1.19185700,1.80686100,3.19252800,3.89604400,29.58125000
-46.85519830,1.21932600,1.80686100,3.16505900,3.92198800,28.70223000
-46.84519830,1.19185700,1.77939200,3.16505900,3.89604400,29.03186000
-46.83519830,1.21932600,1.77939200,3.16505900,3.89604400,28.81211000
-46.82519830,1.21932600,1.77939200,3.13759000,3.86857500,29.03186000
-46.81519830,1.21932600,1.80686100,3.16505900,3.86857500,29.25162000
-46.80519830,1.21932600,1.80686100,3.16505900,3.89604400,28.70223000
-46.79519830,1.21932600,1.80686100,3.16505900,3.86857500,28.37871000
-46.78519830,1.24679500,1.83280400,3.16505900,3.86857500,28.92199000
-46.77519830,1.21932600,1.77939200,3.13759000,3.86857500,29.69112000
-46.76519830,1.24679500,1.77939200,3.16505900,3.89604400,28.81211000
-46.75519830,1.19185700,1.80686100,3.16505900,3.84110600,28.04908000
-46.74519830,1.19185700,1.80686100,3.16505900,3.86857500,28.59846000
-46.73519830,1.19185700,1.80686100,3.13759000,3.86857500,29.47137000
-46.72519830,1.24679500,1.80686100,3.16505900,3.86857500,28.59846000
-46.71519830,1.21932600,1.80686100,3.16505900,3.89604400,28.37871000
-46.70519830,1.19185700,1.80686100,3.13759000,3.86857500,28.92199000
-46.69519830,1.21932600,1.83280400,3.16505900,3.84110600,29.03186000
-46.68519830,1.21932600,1.80686100,3.16505900,3.86857500,28.37871000
-46.67519831,1.19185700,1.80686100,3.16505900,3.86857500,29.47137000
-46.66519831,1.19185700,1.80686100,3.13759000,3.89604400,28.37871000
-46.65519831,1.21932600,1.80686100,3.11164700,3.86857500,28.92199000
-46.64519831,1.21932600,1.80686100,3.16505900,3.84110600,28.04908000
-46.63519831,1.21932600,1.80686100,3.16505900,3.84110600,28.04908000
-46.62519831,1.19185700,1.77939200,3.13759000,3.89604400,29.69112000
-46.61519831,1.21932600,1.80686100,3.16505900,3.86857500,29.14174000
-46.60519831,1.24679500,1.80686100,3.13759000,3.86857500,29.14174000
-46.59519831,1.21932600,1.77939200,3.16505900,3.84110600,28.70223000
-46.58519831,1.19185700,1.80686100,3.19252800,3.86857500,29.36149000
-46.57519831,1.21932600,1.83280400,3.13759000,3.84110600,28.70223000
-46.56519831,1.19185700,1.77939200,3.16505900,3.86857500,28.48858000
-46.55519831,1.19185700,1.80686100,3.16505900,3.89604400,28.59846000
-46.54519831,1.21932600,1.80686100,3.19252800,3.86857500,29.03186000
-46.53519831,1.21932600,1.80686100,3.16505900,3.89604400,29.03186000
-46.52519831,1.21932600,1.80686100,3.16505900,3.86857500,28.37871000
-46.51519831,1.21932600,1.80686100,3.19252800,3.86857500,28.81211000
-46.50519831,1.21932600,1.75192300,3.16505900,3.89604400,30.13063000
-46.49519831,1.21932600,1.80686100,3.19252800,3.89604400,28.48858000
-46.48519831,1.21932600,1.80686100,3.16505900,3.86857500,29.25162000
-46.47519831,1.19185700,1.77939200,3.16505900,3.89604400,28.81211000
-46.46519831,1.21932600,1.80686100,3.16505900,3.89604400,29.69112000
-46.45519831,1.19185700,1.80686100,3.16505900,3.89604400,28.48858000
-46.44519831,1.21932600,1.80686100,3.16505900,3.89604400,28.81211000
-46.43519831,1.19185700,1.80686100,3.19252800,3.89604400,29.80100000
-46.42519831,1.21932600,1.83280400,3.16505900,3.86857500,28.26883000
-46.41519831,1.24679500,1.83280400,3.19252800,3.89604400,28.59846000
-46.40519831,1.21932600,1.80686100,3.13759000,3.86857500,29.69112000
-46.39519831,1.19185700,1.80686100,3.16505900,3.86857500,29.14174000
-46.38519831,1.19185700,1.83280400,3.16505900,3.86857500,28.70223000
-46.37519831,1.21932600,1.80686100,3.16505900,3.89604400,28.37871000
-46.36519831,1.21932600,1.80686100,3.19252800,3.89604400,29.25162000
-46.35519831,1.21932600,1.80686100,3.16505900,3.86857500,28.70223000
-46.34519831,1.21932600,1.80686100,3.16505900,3.86857500,28.59846000
-46.33519831,1.21932600,1.80686100,3.16505900,3.89604400,28.26883000
-46.32519831,1.19185700,1.80686100,3.13759000,3.86857500,28.26883000
-46.31519831,1.21932600,1.80686100,3.19252800,3.89604400,28.37871000
-46.30519831,1.24679500,1.83280400,3.19252800,3.86857500,28.04908000
-46.29519831,1.21932600,1.80686100,3.16505900,3.86857500,28.81211000
-46.28519831,1.21932600,1.80686100,3.16505900,3.86857500,29.47137000
-46.27519832,1.21932600,1.77939200,3.19252800,3.89604400,28.81211000
