Time,Channel A,Channel B,Channel C,Channel D,Channel H
-49.73522582,1.24679500,1.72598000,3.19252800,3.84110600,29.14174000
-49.72522582,1.21932600,1.75192300,3.16505900,3.78769400,28.37871000
-49.71522582,1.21932600,1.75192300,3.16505900,3.84110600,29.36149000
-49.70522582,1.21932600,1.75192300,3.19252800,3.81363700,28.26883000
-49.69522582,1.24679500,1.77939200,3.19252800,3.81363700,28.48858000
-49.68522582,1.24679500,1.75192300,3.19252800,3.84110600,28.48858000
-49.67522582,1.21932600,1.77939200,3.16505900,3.84110600,29.03186000
-49.66522582,1.24679500,1.75192300,3.19252800,3.84110600,28.59846000
-49.65522582,1.24679500,1.77939200,3.16505900,3.81363700,28.04908000
-49.64522582,1.24679500,1.77939200,3.19252800,3.84110600,28.04908000
-49.63522582,1.24679500,1.77939200,3.16505900,3.86857500,28.70223000
-49.62522582,1.21932600,1.75192300,3.16505900,3.81363700,28.92199000
-49.61522582,1.21932600,1.75192300,3.19252800,3.86857500,29.14174000
-49.60522582,1.24679500,1.77939200,3.19252800,3.81363700,29.25162000
-49.59522582,1.21932600,1.75192300,3.16505900,3.84110600,29.25162000
-49.58522582,1.24679500,1.77939200,3.21999700,3.89604400,28.04908000
-49.57522582,1.24679500,1.80686100,3.16505900,3.81363700,29.25162000
-49.56522582,1.24679500,1.77939200,3.16505900,3.84110600,27.93920000
-49.55522582,1.30020700,1.77939200,3.19252800,3.81363700,29.03186000
-49.54522582,1.24679500,1.77939200,3.16505900,3.81363700,28.26883000
-49.53522582,1.24679500,1.77939200,3.16505900,3.81363700,28.59846000
-49.52522582,1.24679500,1.77939200,3.16505900,3.81363700,29.03186000
-49.51522582,1.24679500,1.75192300,3.16505900,3.84110600,29.03186000
-49.50522582,1.30020700,1.77939200,3.16505900,3.78769400,28.81211000
-49.49522582,1.24679500,1.77939200,3.19252800,3.84110600,28.15895000
-49.48522582,1.27273800,1.80686100,3.19252800,3.86857500,27.71945000
-49.47522583,1.27273800,1.77939200,3.13759000,3.81363700,28.59846000
-49.46522583,1.27273800,1.80686100,3.19252800,3.84110600,28.37871000
-49.45522583,1.24679500,1.75192300,3.13759000,3.81363700,27.49969000
-49.44522583,1.24679500,1.77939200,3.19252800,3.86857500,29.03186000
-49.43522583,1.27273800,1.80686100,3.19252800,3.84110600,28.48858000
-49.42522583,1.24679500,1.77939200,3.13759000,3.81363700,28.92199000
-49.41522583,1.27273800,1.80686100,3.19252800,3.86857500,28.48858000
-49.40522583,1.24679500,1.77939200,3.16505900,3.86857500,28.81211000
-49.39522583,1.24679500,1.77939200,3.16505900,3.84110600,29.47137000
-49.38522583,1.27273800,1.77939200,3.16505900,3.86857500,27.82932000
-49.37522583,1.27273800,1.77939200,3.13759000,3.84110600,28.37871000
-49.36522583,1.24679500,1.77939200,3.16505900,3.84110600,29.36149000
-49.35522583,1.24679500,1.77939200,3.11164700,3.81363700,28.48858000
-49.34522583,1.30020700,1.77939200,3.19252800,3.86857500,28.70223000
-49.33522583,1.24679500,1.80686100,3.19252800,3.84110600,28.59846000
-49.32522583,1.24679500,1.75192300,3.16505900,3.81363700,28.92199000
-49.31522583,1.24679500,1.77939200,3.16505900,3.84110600,28.70223000
-49.30522583,1.24679500,1.80686100,3.19252800,3.84110600,28.48858000
-49.29522583,1.27273800,1.83280400,3.16505900,3.84110600,28.48858000
-49.28522583,1.24679500,1.80686100,3.16505900,3.84110600,29.91088000
-49.27522583,1.24679500,1.75192300,3.16505900,3.81363700,28.81211000
-49.26522583,1.27273800,1.77939200,3.19252800,3.86857500,28.59846000
-49.25522583,1.24679500,1.77939200,3.16505900,3.84110600,29.58125000
-49.24522583,1.21932600,1.75192300,3.16505900,3.84110600,29.03186000
-49.23522583,1.24679500,1.77939200,3.16505900,3.84110600,29.91088000
-49.22522583,1.27273800,1.77939200,3.16505900,3.86857500,29.47137000
-49.21522583,1.27273800,1.77939200,3.16505900,3.81363700,28.04908000
-49.20522583,1.24679500,1.77939200,3.16505900,3.81363700,27.93920000
-49.19522583,1.27273800,1.80686100,3.19252800,3.81363700,28.92199000
-49.18522583,1.27273800,1.77939200,3.16505900,3.86857500,28.92199000
-49.17522583,1.27273800,1.80686100,3.16505900,3.84110600,28.70223000
-49.16522583,1.27273800,1.77939200,3.16505900,3.86857500,29.36149000
-49.15522583,1.24679500,1.77939200,3.13759000,3.84110600,28.81211000
-49.14522583,1.21932600,1.77939200,3.16505900,3.84110600,28.70223000
-49.13522583,1.27273800,1.80686100,3.16505900,3.86857500,28.81211000
-49.12522583,1.24679500,1.75192300,3.16505900,3.84110600,28.15895000
-49.11522583,1.24679500,1.80686100,3.16505900,3.84110600,28.37871000
-49.10522583,1.24679500,1.77939200,3.16505900,3.86857500,29.14174000
-49.09522583,1.24679500,1.80686100,3.16505900,3.81363700,29.03186000
-49.08522584,1.24679500,1.80686100,3.16505900,3.81363700,29.25162000
-49.07522584,1.24679500,1.80686100,3.16505900,3.86857500,29.25162000
-49.06522584,1.24679500,1.77939200,3.13759000,3.84110600,29.36149000
-49.05522584,1.24679500,1.83280400,3.16505900,3.86857500,29.36149000
-49.04522584,1.24679500,1.77939200,3.16505900,3.86857500,28.92199000
-49.03522584,1.24679500,1.80686100,3.16505900,3.84110600,28.59846000
-49.02522584,1.24679500,1.80686100,3.16505900,3.84110600,28.26883000
-49.01522584,1.24679500,1.75192300,3.16505900,3.86857500,28.26883000
-49.00522584,1.27273800,1.77939200,3.16505900,3.81363700,28.26883000
-48.99522584,1.24679500,1.77939200,3.16505900,3.89604400,29.14174000
-48.98522584,1.24679500,1.77939200,3.16505900,3.86857500,28.81211000
-48.97522584,1.24679500,1.77939200,3.13759000,3.84110600,28.37871000
-48.96522584,1.24679500,1.77939200,3.16505900,3.86857500,28.59846000
-48.95522584,1.24679500,1.80686100,3.16505900,3.84110600,28.70223000
-48.94522584,1.24679500,1.80686100,3.13759000,3.84110600,28.37871000
-48.93522584,1.24679500,1.77939200,3.16505900,3.86857500,29.03186000
-48.92522584,1.21932600,1.75192300,3.16505900,3.86857500,29.36149000
-48.91522584,1.27273800,1.77939200,3.16505900,3.86857500,28.59846000
-48.90522584,1.24679500,1.80686100,3.16505900,3.84110600,28.81211000
-48.89522584,1.24679500,1.77939200,3.16505900,3.86857500,29.03186000
-48.88522584,1.24679500,1.77939200,3.19252800,3.84110600,29.03186000
-48.87522584,1.19185700,1.77939200,3.16505900,3.81363700,28.70223000
-48.86522584,1.24679500,1.80686100,3.16505900,3.84110600,28.81211000
-48.85522584,1.24679500,1.80686100,3.16505900,3.84110600,28.70223000
-48.84522584,1.21932600,1.75192300,3.13759000,3.84110600,28.48858000
-48.83522584,1.27273800,1.77939200,3.16505900,3.84110600,29.36149000
-48.82522584,1.27273800,1.77939200,3.13759000,3.84110600,28.48858000
-48.81522584,1.24679500,1.80686100,3.16505900,3.86857500,29.36149000
-48.80522584,1.24679500,1.77939200,3.13759000,3.84110600,29.03186000
-48.79522584,1.24679500,1.77939200,3.16505900,3.84110600,28.48858000
-48.78522584,1.27273800,1.77939200,3.19252800,3.84110600,28.92199000
-48.77522584,1.27273800,1.77939200,3.13759000,3.86857500,29.36149000
-48.76522584,1.21932600,1.80686100,3.19252800,3.86857500,28.81211000
-48.75522584,1.21932600,1.77939200,3.16505900,3.84110600,28.04908000
-48.74522584,1.24679500,1.77939200,3.13759000,3.86857500,29.36149000
-48.73522584,1.24679500,1.80686100,3.19252800,3.86857500,28.70223000
-48.72522584,1.24679500,1.77939200,3.16505900,3.84110600,29.58125000
-48.71522584,1.24679500,1.80686100,3.19252800,3.86857500,28.81211000
-48.70522584,1.24679500,1.80686100,3.13759000,3.86857500,28.59846000
-48.69522584,1.24679500,1.80686100,3.16505900,3.84110600,28.48858000
-48.68522585,1.21932600,1.77939200,3.16505900,3.84110600,28.04908000
-48.67522585,1.24679500,1.77939200,3.16505900,3.86857500,29.14174000
-48.66522585,1.24679500,1.80686100,3.16505900,3.84110600,29.14174000
-48.65522585,1.24679500,1.80686100,3.16505900,3.84110600,29.03186000
-48.64522585,1.21932600,1.77939200,3.19252800,3.84110600,29.36149000
-48.63522585,1.24679500,1.77939200,3.19252800,3.84110600,29.25162000
-48.62522585,1.21932600,1.77939200,3.13759000,3.84110600,30.02076000
-48.61522585,1.24679500,1.77939200,3.16505900,3.84110600,28.48858000
-48.60522585,1.21932600,1.75192300,3.16505900,3.84110600,29.14174000
-48.59522585,1.24679500,1.80686100,3.19252800,3.86857500,29.69112000
-48.58522585,1.24679500,1.83280400,3.13759000,3.84110600,28.92199000
-48.57522585,1.24679500,1.77939200,3.16505900,3.86857500,28.48858000
-48.56522585,1.24679500,1.80686100,3.16505900,3.86857500,28.59846000
-48.55522585,1.21932600,1.77939200,3.16505900,3.86857500,29.03186000
-48.54522585,1.21932600,1.80686100,3.16505900,3.84110600,29.03186000
-48.53522585,1.21932600,1.80686100,3.16505900,3.86857500,28.59846000
-48.52522585,1.21932600,1.77939200,3.16505900,3.86857500,29.47137000
-48.51522585,1.21932600,1.80686100,3.16505900,3.86857500,29.25162000
-48.50522585,1.24679500,1.77939200,3.13759000,3.84110600,29.03186000
-48.49522585,1.24679500,1.80686100,3.13759000,3.84110600,28.48858000
-48.48522585,1.21932600,1.80686100,3.16505900,3.86857500,29.14174000
-48.47522585,1.21932600,1.77939200,3.16505900,3.84110600,28.59846000
-48.46522585,1.24679500,1.80686100,3.13759000,3.86857500,29.14174000
-48.45522585,1.24679500,1.80686100,3.16505900,3.84110600,29.80100000
-48.44522585,1.27273800,1.80686100,3.16505900,3.84110600,28.92199000
-48.43522585,1.19185700,1.80686100,3.13759000,3.84110600,29.14174000
-48.42522585,1.21932600,1.80686100,3.16505900,3.84110600,28.70223000
-48.41522585,1.24679500,1.80686100,3.13759000,3.86857500,29.14174000
-48.40522585,1.24679500,1.77939200,3.16505900,3.84110600,29.25162000
-48.39522585,1.24679500,1.80686100,3.13759000,3.86857500,28.37871000
-48.38522585,1.21932600,1.77939200,3.16505900,3.86857500,28.70223000
-48.37522585,1.24679500,1.80686100,3.16505900,3.86857500,28.59846000
-48.36522585,1.24679500,1.80686100,3.13759000,3.84110600,29.03186000
-48.35522585,1.27273800,1.83280400,3.13759000,3.84110600,29.58125000
-48.34522585,1.24679500,1.77939200,3.13759000,3.86857500,29.25162000
-48.33522585,1.24679500,1.80686100,3.13759000,3.86857500,28.37871000
-48.32522585,1.24679500,1.83280400,3.16505900,3.86857500,28.81211000
-48.31522585,1.21932600,1.77939200,3.16505900,3.84110600,28.81211000
-48.30522585,1.27273800,1.80686100,3.19252800,3.84110600,29.03186000
-48.29522586,1.24679500,1.80686100,3.13759000,3.84110600,28.59846000
-48.28522586,1.24679500,1.77939200,3.16505900,3.86857500,28.37871000
-48.27522586,1.24679500,1.80686100,3.11164700,3.81363700,28.70223000
-48.26522586,1.21932600,1.80686100,3.16505900,3.86857500,28.81211000
-48.25522586,1.21932600,1.80686100,3.13759000,3.84110600,28.70223000
-48.24522586,1.24679500,1.80686100,3.13759000,3.86857500,28.81211000
-48.23522586,1.21932600,1.77939200,3.16505900,3.81363700,28.70223000
-48.22522586,1.24679500,1.80686100,3.16505900,3.84110600,28.04908000
-48.21522586,1.24679500,1.77939200,3.13759000,3.84110600,28.92199000
-48.20522586,1.21932600,1.80686100,3.16505900,3.84110600,29.03186000
-48.19522586,1.24679500,1.80686100,3.13759000,3.84110600,28.70223000
-48.18522586,1.24679500,1.80686100,3.16505900,3.84110600,28.37871000
-48.17522586,1.24679500,1.77939200,3.13759000,3.84110600,28.81211000
-48.16522586,1.24679500,1.77939200,3.16505900,3.86857500,28.48858000
-48.15522586,1.21932600,1.80686100,3.16505900,3.84110600,29.47137000
-48.14522586,1.24679500,1.80686100,3.13759000,3.81363700,28.70223000
-48.13522586,1.21932600,1.80686100,3.13759000,3.86857500,28.70223000
-48.12522586,1.24679500,1.77939200,3.16505900,3.84110600,28.92199000
-48.11522586,1.24679500,1.80686100,3.16505900,3.84110600,28.37871000
-48.10522586,1.24679500,1.77939200,3.13759000,3.81363700,28.70223000
-48.09522586,1.21932600,1.77939200,3.11164700,3.84110600,29.25162000
-48.08522586,1.24679500,1.77939200,3.13759000,3.86857500,28.26883000
-48.07522586,1.21932600,1.75192300,3.11164700,3.84110600,28.81211000
-48.06522586,1.24679500,1.77939200,3.19252800,3.86857500,29.03186000
-48.05522586,1.21932600,1.77939200,3.11164700,3.84110600,28.26883000
-48.04522586,1.21932600,1.77939200,3.16505900,3.84110600,29.25162000
-48.03522586,1.21932600,1.80686100,3.13759000,3.81363700,27.71945000
-48.02522586,1.21932600,1.80686100,3.13759000,3.86857500,28.04908000
-48.01522586,1.21932600,1.77939200,3.16505900,3.84110600,28.70223000
-48.00522586,1.24679500,1.77939200,3.16505900,3.84110600,28.48858000
-47.99522586,1.24679500,1.80686100,3.16505900,3.86857500,28.26883000
-47.98522586,1.24679500,1.77939200,3.13759000,3.81363700,28.26883000
-47.97522586,1.24679500,1.80686100,3.11164700,3.84110600,28.37871000
-47.96522586,1.24679500,1.80686100,3.16505900,3.86857500,28.48858000
-47.95522586,1.24679500,1.77939200,3.16505900,3.81363700,29.58125000
-47.94522586,1.24679500,1.77939200,3.13759000,3.84110600,28.70223000
-47.93522586,1.21932600,1.77939200,3.13759000,3.81363700,28.59846000
-47.92522586,1.24679500,1.77939200,3.16505900,3.86857500,28.70223000
-47.91522586,1.24679500,1.80686100,3.11164700,3.81363700,29.03186000
-47.90522586,1.21932600,1.77939200,3.13759000,3.84110600,29.25162000
-47.89522587,1.21932600,1.77939200,3.13759000,3.86857500,28.92199000
-47.88522587,1.21932600,1.77939200,3.16505900,3.84110600,29.58125000
-47.87522587,1.21932600,1.77939200,3.13759000,3.86857500,28.48858000
-47.86522587,1.24679500,1.77939200,3.13759000,3.84110600,29.25162000
-47.85522587,1.24679500,1.77939200,3.16505900,3.86857500,28.81211000
-47.84522587,1.21932600,1.77939200,3.13759000,3.84110600,28.70223000
-47.83522587,1.21932600,1.80686100,3.11164700,3.84110600,29.58125000
-47.82522587,1.24679500,1.77939200,3.11164700,3.86857500,29.14174000
-47.81522587,1.24679500,1.80686100,3.13759000,3.86857500,29.80100000
-47.80522587,1.24679500,1.80686100,3.13759000,3.86857500,29.03186000
-47.79522587,1.21932600,1.77939200,3.16505900,3.84110600,29.36149000
-47.78522587,1.21932600,1.77939200,3.11164700,3.84110600,29.69112000
-47.77522587,1.21932600,1.77939200,3.16505900,3.81363700,29.91088000
-47.76522587,1.24679500,1.75192300,3.11164700,3.81363700,29.14174000
-47.75522587,1.24679500,1.80686100,3.16505900,3.86857500,28.81211000
-47.74522587,1.21932600,1.77939200,3.11164700,3.84110600,29.25162000
-47.73522587,1.24679500,1.77939200,3.11164700,3.84110600,29.14174000
-47.72522587,1.24679500,1.77939200,3.16505900,3.84110600,28.92199000
-47.71522587,1.21932600,1.80686100,3.13759000,3.84110600,29.03186000
-47.70522587,1.21932600,1.77939200,3.16505900,3.86857500,28.70223000
-47.69522587,1.21932600,1.80686100,3.16505900,3.84110600,28.59846000
-47.68522587,1.24679500,1.80686100,3.13759000,3.86857500,28.81211000
-47.67522587,1.21932600,1.80686100,3.16505900,3.84110600,28.26883000
-47.66522587,1.19185700,1.77939200,3.16505900,3.84110600,28.81211000
-47.65522587,1.19185700,1.77939200,3.13759000,3.86857500,28.15895000
-47.64522587,1.21932600,1.80686100,3.16505900,3.86857500,28.81211000
-47.63522587,1.21932600,1.77939200,3.16505900,3.84110600,28.81211000
-47.62522587,1.24679500,1.80686100,3.16505900,3.86857500,28.59846000
-47.61522587,1.21932600,1.77939200,3.13759000,3.86857500,28.37871000
-47.60522587,1.21932600,1.75192300,3.16505900,3.84110600,29.14174000
-47.59522587,1.21932600,1.77939200,3.16505900,3.84110600,28.59846000
-47.58522587,1.21932600,1.80686100,3.13759000,3.84110600,28.81211000
-47.57522587,1.21932600,1.77939200,3.19252800,3.84110600,28.37871000
-47.56522587,1.21932600,1.80686100,3.16505900,3.84110600,28.37871000
-47.55522587,1.21932600,1.80686100,3.19252800,3.89604400,28.37871000
-47.54522587,1.21932600,1.77939200,3.16505900,3.86857500,28.70223000
-47.53522587,1.21932600,1.77939200,3.16505900,3.86857500,28.26883000
-47.52522587,1.21932600,1.77939200,3.16505900,3.84110600,28.92199000
-47.51522587,1.21932600,1.77939200,3.16505900,3.86857500,28.81211000
-47.50522587,1.21932600,1.80686100,3.16505900,3.84110600,28.37871000
-47.49522588,1.21932600,1.80686100,3.16505900,3.84110600,28.48858000
-47.48522588,1.24679500,1.80686100,3.16505900,3.84110600,28.26883000
-47.47522588,1.24679500,1.77939200,3.16505900,3.84110600,28.48858000
-47.46522588,1.21932600,1.77939200,3.16505900,3.86857500,29.14174000
-47.45522588,1.21932600,1.80686100,3.16505900,3.86857500,29.47137000
-47.44522588,1.21932600,1.80686100,3.13759000,3.86857500,27.93920000
-47.43522588,1.21932600,1.80686100,3.16505900,3.84110600,28.37871000
-47.42522588,1.21932600,1.80686100,3.16505900,3.86857500,29.58125000
-47.41522588,1.21932600,1.80686100,3.16505900,3.86857500,28.81211000
-47.40522588,1.24679500,1.80686100,3.13759000,3.84110600,29.03186000
-47.39522588,1.24679500,1.80686100,3.19252800,3.84110600,29.91088000
-47.38522588,1.21932600,1.83280400,3.13759000,3.84110600,28.92199000
-47.37522588,1.27273800,1.80686100,3.16505900,3.86857500,29.58125000
-47.36522588,1.21932600,1.77939200,3.13759000,3.84110600,28.92199000
-47.35522588,1.21932600,1.80686100,3.13759000,3.84110600,29.03186000
-47.34522588,1.21932600,1.77939200,3.16505900,3.84110600,29.36149000
-47.33522588,1.21932600,1.80686100,3.16505900,3.86857500,29.69112000
-47.32522588,1.21932600,1.77939200,3.16505900,3.86857500,28.48858000
-47.31522588,1.21932600,1.77939200,3.13759000,3.86857500,28.70223000
-47.30522588,1.21932600,1.80686100,3.13759000,3.84110600,28.92199000
-47.29522588,1.21932600,1.80686100,3.16505900,3.86857500,29.14174000
-47.28522588,1.21932600,1.77939200,3.13759000,3.84110600,28.70223000
-47.27522588,1.21932600,1.80686100,3.16505900,3.86857500,29.47137000
-47.26522588,1.24679500,1.80686100,3.16505900,3.86857500,28.37871000
-47.25522588,1.24679500,1.80686100,3.16505900,3.84110600,28.37871000
-47.24522588,1.21932600,1.83280400,3.16505900,3.86857500,29.69112000
-47.23522588,1.21932600,1.80686100,3.16505900,3.81363700,29.58125000
-47.22522588,1.21932600,1.77939200,3.13759000,3.86857500,29.14174000
-47.21522588,1.21932600,1.77939200,3.13759000,3.84110600,29.03186000
-47.20522588,1.24679500,1.77939200,3.13759000,3.84110600,29.25162000
-47.19522588,1.24679500,1.80686100,3.16505900,3.89604400,28.59846000
-47.18522588,1.21932600,1.77939200,3.16505900,3.89604400,29.14174000
-47.17522588,1.24679500,1.80686100,3.16505900,3.86857500,28.59846000
-47.16522588,1.19185700,1.75192300,3.13759000,3.84110600,29.25162000
-47.15522588,1.21932600,1.77939200,3.19252800,3.89604400,28.59846000
-47.14522588,1.21932600,1.80686100,3.16505900,3.84110600,28.48858000
-47.13522588,1.21932600,1.77939200,3.16505900,3.84110600,28.70223000
-47.12522588,1.21932600,1.80686100,3.16505900,3.86857500,28.48858000
-47.11522588,1.21932600,1.80686100,3.13759000,3.84110600,29.69112000
-47.10522589,1.19185700,1.77939200,3.13759000,3.84110600,29.36149000
-47.09522589,1.21932600,1.80686100,3.16505900,3.86857500,29.03186000
-47.08522589,1.21932600,1.75192300,3.13759000,3.86857500,28.37871000
-47.07522589,1.24679500,1.80686100,3.16505900,3.86857500,29.14174000
-47.06522589,1.21932600,1.77939200,3.13759000,3.86857500,29.69112000
-47.05522589,1.21932600,1.77939200,3.16505900,3.86857500,28.92199000
-47.04522589,1.21932600,1.80686100,3.16505900,3.86857500,29.03186000
-47.03522589,1.21932600,1.77939200,3.16505900,3.86857500,29.25162000
-47.02522589,1.21932600,1.77939200,3.16505900,3.86857500,28.81211000
-47.01522589,1.21932600,1.77939200,3.13759000,3.86857500,29.03186000
-47.00522589,1.21932600,1.80686100,3.16505900,3.86857500,28.92199000
-46.99522589,1.21932600,1.77939200,3.16505900,3.86857500,29.47137000
-46.98522589,1.21932600,1.77939200,3.16505900,3.89604400,29.25162000
-46.97522589,1.21932600,1.80686100,3.16505900,3.86857500,29.14174000
-46.96522589,1.21932600,1.80686100,3.16505900,3.84110600,28.92199000
-46.95522589,1.24679500,1.77939200,3.16505900,3.84110600,29.03186000
-46.94522589,1.21932600,1.77939200,3.16505900,3.89604400,28.92199000
-46.93522589,1.19185700,1.80686100,3.16505900,3.84110600,28.92199000
-46.92522589,1.21932600,1.80686100,3.19252800,3.86857500,28.81211000
-46.91522589,1.19185700,1.75192300,3.16505900,3.84110600,27.71945000
-46.90522589,1.21932600,1.77939200,3.16505900,3.86857500,28.70223000
-46.89522589,1.24679500,1.77939200,3.13759000,3.84110600,28.59846000
-46.88522589,1.24679500,1.80686100,3.16505900,3.86857500,28.26883000
-46.87522589,1.19185700,1.75192300,3.16505900,3.86857500,29.14174000
-46.86522589,1.24679500,1.80686100,3.16505900,3.86857500,28.70223000
-46.85522589,1.21932600,1.80686100,3.16505900,3.86857500,28.59846000
-46.84522589,1.24679500,1.77939200,3.13759000,3.86857500,28.70223000
-46.83522589,1.21932600,1.77939200,3.13759000,3.84110600,29.14174000
-46.82522589,1.19185700,1.83280400,3.16505900,3.86857500,28.70223000
-46.81522589,1.21932600,1.77939200,3.16505900,3.86857500,27.71945000
-46.80522589,1.19185700,1.77939200,3.19252800,3.89604400,28.26883000
-46.79522589,1.21932600,1.80686100,3.19252800,3.84110600,28.81211000
-46.78522589,1.21932600,1.80686100,3.19252800,3.89604400,28.92199000
-46.77522589,1.21932600,1.80686100,3.16505900,3.86857500,29.69112000
-46.76522589,1.19185700,1.80686100,3.19252800,3.89604400,29.36149000
-46.75522589,1.19185700,1.80686100,3.16505900,3.86857500,28.70223000
-46.74522589,1.21932600,1.80686100,3.16505900,3.86857500,29.03186000
-46.73522589,1.24679500,1.83280400,3.16505900,3.84110600,28.59846000
-46.72522589,1.19185700,1.80686100,3.16505900,3.86857500,29.58125000
-46.71522589,1.24679500,1.80686100,3.13759000,3.84110600,29.14174000
-46.70522590,1.24679500,1.80686100,3.16505900,3.86857500,29.03186000
-46.69522590,1.21932600,1.77939200,3.16505900,3.84110600,29.03186000
-46.68522590,1.21932600,1.80686100,3.16505900,3.86857500,28.92199000
-46.67522590,1.19185700,1.80686100,3.16505900,3.86857500,28.37871000
-46.66522590,1.21932600,1.80686100,3.16505900,3.86857500,28.70223000
-46.65522590,1.21932600,1.80686100,3.16505900,3.86857500,29.03186000
-46.64522590,1.24679500,1.80686100,3.19252800,3.86857500,29.03186000
-46.63522590,1.24679500,1.80686100,3.16505900,3.86857500,29.47137000
-46.62522590,1.21932600,1.77939200,3.16505900,3.86857500,28.37871000
-46.61522590,1.24679500,1.77939200,3.16505900,3.86857500,28.59846000
-46.60522590,1.24679500,1.80686100,3.16505900,3.84110600,28.48858000
-46.59522590,1.21932600,1.77939200,3.16505900,3.84110600,28.92199000
-46.58522590,1.21932600,1.80686100,3.16505900,3.86857500,28.70223000
-46.57522590,1.21932600,1.83280400,3.19252800,3.86857500,28.92199000
-46.56522590,1.24679500,1.83280400,3.16505900,3.86857500,28.59846000
-46.55522590,1.24679500,1.77939200,3.16505900,3.89604400,28.48858000
-46.54522590,1.21932600,1.83280400,3.16505900,3.84110600,28.70223000
-46.53522590,1.19185700,1.77939200,3.16505900,3.86857500,28.15895000
-46.52522590,1.24679500,1.80686100,3.19252800,3.86857500,28.04908000
-46.51522590,1.21932600,1.80686100,3.16505900,3.86857500,29.03186000
-46.50522590,1.21932600,1.77939200,3.16505900,3.86857500,29.14174000
-46.49522590,1.24679500,1.83280400,3.16505900,3.86857500,28.70223000
-46.48522590,1.21932600,1.80686100,3.11164700,3.86857500,29.14174000
-46.47522590,1.24679500,1.80686100,3.16505900,3.86857500,28.59846000
-46.46522590,1.24679500,1.80686100,3.16505900,3.86857500,28.15895000
-46.45522590,1.21932600,1.77939200,3.13759000,3.84110600,28.15895000
-46.44522590,1.24679500,1.80686100,3.13759000,3.84110600,28.48858000
-46.43522590,1.21932600,1.77939200,3.13759000,3.86857500,28.92199000
-46.42522590,1.21932600,1.77939200,3.13759000,3.84110600,28.81211000
-46.41522590,1.21932600,1.83280400,3.13759000,3.84110600,28.92199000
-46.40522590,1.21932600,1.77939200,3.13759000,3.86857500,28.26883000
-46.39522590,1.21932600,1.80686100,3.13759000,3.84110600,28.92199000
-46.38522590,1.21932600,1.77939200,3.13759000,3.84110600,28.92199000
-46.37522590,1.24679500,1.80686100,3.16505900,3.86857500,28.70223000
-46.36522590,1.24679500,1.80686100,3.11164700,3.84110600,29.25162000
-46.35522590,1.24679500,1.80686100,3.16505900,3.86857500,28.81211000
-46.34522590,1.21932600,1.80686100,3.13759000,3.81363700,28.59846000
-46.33522590,1.24679500,1.80686100,3.13759000,3.84110600,28.70223000
-46.32522590,1.19185700,1.80686100,3.13759000,3.86857500,29.14174000
-46.31522591,1.21932600,1.80686100,3.13759000,3.86857500,29.69112000
-46.30522591,1.21932600,1.80686100,3.13759000,3.84110600,29.03186000
-46.29522591,1.21932600,1.80686100,3.16505900,3.86857500,28.70223000
-46.28522591,1.21932600,1.77939200,3.11164700,3.84110600,29.47137000
-46.27522591,1.24679500,1.80686100,3.16505900,3.84110600,28.81211000
